BA_LoptrianMageM_Staff_Body,BA_DynSprite_Mage_LoptrianMageStaff
BA_LoptrianMageF_Body,BA_DynSprite_Mage_LoptrianMageMagic
BA_ThunderMageM_Body,BA_DynSprite_ThunderMageM
BA_ThunderMageF_Body,BA_DynSprite_ThunderMageF
BA_WindMageM_Body,BA_DynSprite_WindMageM
BA_WindMageF_Body,BA_DynSprite_WindMageF
BA_High_Priest_Body,BA_DynSprite_High_Priest
BA_High_Priestess_Body,BA_DynSprite_High_Priestess
BA_Bishop_Body,BA_DynSprite_Bishop
BA_SageM_Body,BA_DynSprite_SageM
BA_SageF_Body,BA_DynSprite_SageF
BA_UnknownDynamic52,BA_DynSprite_SageM
BA_UnknownDynamic53,BA_DynSprite_Bard
BA_Bard_Body,BA_DynSprite_Bard
BA_Cleric_Body,BA_DynSprite_Cleric
BA_Sorcerer_Body,BA_DynSprite_Sorcerer
BA_DarkBishop_Body,BA_DynSprite_DarkBishop
BA_DarkBishop_Body_Repeat,BA_DynSprite_DarkBishop_Repeat
BA_ThiefM_Body,BA_DynSprite_ThiefM
BA_ThiefF_Body,BA_DynSprite_ThiefF
BA_RogueM_Body,BA_DynSprite_RogueM
BA_RogueF_Body,BA_DynSprite_RogueF
BA_UnknownDynamic5D,BA_DynSprite_SwordmasterM
BA_UnknownDynamic5E,BA_DynSprite_SwordmasterM
BA_Ballistician_VeninBallistician_Bow,BA_DynSprite_Ballistician_KillerBallistician_VeninBallistician
BA_IronBallistician_Bow,BA_DynSprite_IronBallistician
BA_KillerBallistician_Bow,BA_DynSprite_Ballistician_KillerBallistician_VeninBallistician
BA_DarkPrince_Body,BA_DynSprite_Sorcerer
BA_Dancer_Dance,BA_DynSprite_Dancer_Dance
BA_FighterAxe_Body,BA_DynSprite_FighterAxe
BA_DismountedBowKnightM_Body,BA_DynSprite_DismountedBowKnightM
BA_DismountedArchKnightM_Body,BA_DynSprite_DismountedArchKnightM
BA_Dismounted_MeleeCavs_Body,BA_DynSprite_Dismounted_MeleeCavs
BA_JuniorLord_Dismounted_PromotedMeleeCavs_MasterKnightM_Dracorider_Dragonmaster_Body,BA_DynSprite_JuniorLord_Dismounted_PromotedMeleeCavs_MasterKnightM_Dracorider_Dragonmaster
BA_HeroM_Axe_Body,BA_DynSprite_HeroM_Axe
BA_DismountedTroubadour_Sword_Body,BA_DynSprite_DismountedTroubadour_Sword
BA_DismountedTroubadour_Staff_Body,BA_DynSprite_DismountedTroubadour_Staff
BA_ThiefRogue_Body,BA_DynSprite_RogueM
BA_Dismounted_PegRider_DracoriderF_Body,BA_DynSprite_Dismounted_PegRider_DracoriderF
BA_Dismounted_DracoKntF_DracoMstF_PegKnt_FalconKntSword_Body,BA_DynSprite_Dismounted_DracoKntF_DracoMstF_PegKnt_FalconKntSword
BA_Dismounted_FalconKntStaff_Body,BA_DynSprite_Dismounted_FalconKntStaff
BA_FighterThrownAxe_Body,BA_DynSprite_FighterThrownAxe
BA_HeroM_ThrownAxe_Body,BA_DynSprite_HeroM_ThrownAxe
BA_Soldier_Body,BA_DynSprite_Soldier
BA_ArcherEnemy_Body,BA_DynSprite_ArcherEnemy
BA_HeroM_Sword_Body,BA_DynSprite_HeroM_Sword
BA_HeroFE4M_Axe_Body,BA_DynSprite_HeroFE4M_Axe
BA_HeroFE4M_ThrownAxe_Body,BA_DynSprite_HeroFE4M_ThrownAxe
BA_HeroF_Axe_Body,BA_DynSprite_HeroF_Axe
BA_HeroF_ThrownAxe_Body,BA_DynSprite_HeroF_ThrownAxe
BA_UnknownDynamic79,BA_DynSprite_Unknown28
